deputado_url;eleito;votes;votes%;votes_by_city_url;img;nomeCompleto;desc;Nome na urna;Sexo;Idade;Data de nascimento;Ocupação;Grau de instrução;Estado Civil;Cor/Raça;Município de nascimento;Número;Situação da candidatura;Estado;Partido;Coligação;Composição
joao-isidorio-70000;Eleito;110540;1,59%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-joao-isidorio-70000/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/joao-isidorio-70000.jpg;Joao Paulo Santos de Santana;Casado(a),  Cantor e Compositor,       nascido  em 26/01/1992  em Candeias-BA,  candidato  a Deputado Estadual  na Bahia  pelo AVANTE - AVANTE;Joao Isidorio;Masculino;30 anos;26/01/1992;Cantor e Compositor;Ensino Médio completo;Casado(a);Branca;Candeias-BA;70000;Deferido;BAHIA;AVANTE - AVANTE;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
rosemberg-13444;Eleito;101945;1,46%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-rosemberg-13444/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/rosemberg-13444.jpg;Rosemberg Evangelista Pinto;Divorciado(a),  Deputado,       nascido  em 14/04/1956  em Itororo-BA,  candidato  a Deputado Estadual  na Bahia  pelo PT - Partido dos Trabalhadores;Rosemberg;Masculino;66 anos;14/04/1956;Deputado;Superior completo;Divorciado(a);Branca;Itororo-BA;13444;Deferido;BAHIA;PT - Partido dos Trabalhadores;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
diego-coronel-55255;Eleito;100274;1,44%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-diego-coronel-55255/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/diego-coronel-55255.jpg;Diego Henrique Silva Cerqueira Martins;Casado(a),  Empresário,       nascido  em 22/01/1983  em Coração de Maria-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSD - Partido Social Democrático;Diego Coronel;Masculino;39 anos;22/01/1983;Empresário;Ensino Médio completo;Casado(a);Branca;Coração de Maria-BA;55255;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
ze-raimundo-13222;Eleito;94014;1,35%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-ze-raimundo-13222/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/ze-raimundo-13222.jpg;José Raimundo Fontes;Divorciado(a),  Deputado,       nascido  em 15/04/1950  em Pojuca-BA,  candidato  a Deputado Estadual  na Bahia  pelo PT - Partido dos Trabalhadores;Zé Raimundo;Masculino;72 anos;15/04/1950;Deputado;Superior completo;Divorciado(a);Preta;Pojuca-BA;13222;Deferido;BAHIA;PT - Partido dos Trabalhadores;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
eduardo-salles-11222;Eleito;89123;1,28%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-eduardo-salles-11222/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/eduardo-salles-11222.jpg;Eduardo Seixas de Salles;Divorciado(a),  Deputado,       nascido  em 29/05/1965  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PP - Progressistas;Eduardo Salles;Masculino;56 anos;29/05/1965;Deputado;Superior completo;Divorciado(a);Branca;Salvador-BA;11222;Deferido;BAHIA;PP - Progressistas;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
rogerio-andrade-filho-55444;Eleito;85968;1,23%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-rogerio-andrade-filho-55444/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/rogerio-andrade-filho-55444.jpg;André Rogério de Araújo Andrade Filho;Solteiro(a),  Estudante, Bolsista, Estagiário e Assemelhados,       nascido  em 10/08/1997  em Santo Antonio de Jesus-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSD - Partido Social Democrático;Rogério Andrade Filho;Masculino;24 anos;10/08/1997;Estudante, Bolsista, Estagiário e Assemelhados;Superior incompleto;Solteiro(a);Branca;Santo Antonio de Jesus-BA;55444;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
alex-da-piata-55000;Eleito;83209;1,19%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-alex-da-piata-55000/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/alex-da-piata-55000.jpg;Alex Lopes da Silva;Casado(a),  Deputado,       nascido  em 03/03/1974  em Conceição do Coité-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSD - Partido Social Democrático;Alex da Piatã;Masculino;48 anos;03/03/1974;Deputado;Superior completo;Casado(a);Branca;Conceição do Coité-BA;55000;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
alex-lima-40123;Eleito;82038;1,18%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-alex-lima-40123/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/alex-lima-40123.jpg;Alex de Castro Lima;Casado(a),  Deputado,       nascido  em 30/06/1983  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSB - Partido Socialista Brasileiro;Alex Lima;Masculino;38 anos;30/06/1983;Deputado;Superior completo;Casado(a);Branca;Salvador-BA;40123;Deferido;BAHIA;PSB - Partido Socialista Brasileiro;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
adolfo-menezes-55111;Eleito;80817;1,16%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-adolfo-menezes-55111/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/adolfo-menezes-55111.jpg;Adolfo Emanuel Monteiro de Menezes;Casado(a),  Deputado,       nascido  em 04/11/1958  em Campo Formoso-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSD - Partido Social Democrático;Adolfo Menezes;Masculino;63 anos;04/11/1958;Deputado;Superior completo;Casado(a);Branca;Campo Formoso-BA;55111;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
ivana-bastos-55456;Eleita;76605;1,10%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-ivana-bastos-55456/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/ivana-bastos-55456.jpg;Ivana Teixeira Bastos;Casado(a),  Deputado,       nascida  em 24/12/1964  em Caitité-BA,  candidata  a Deputada Estadual  na Bahia  pelo PSD - Partido Social Democrático;Ivana Bastos;Feminino;57 anos;24/12/1964;Deputado;Superior completo;Casado(a);Branca;Caitité-BA;55456;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
dal-65222;Eleito;74671;1,07%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-dal-65222/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/dal-65222.jpg;Adalberto Rosa Barreto;Casado(a),  Empresário,       nascido  em 16/03/1979  em Amargosa-BA,  candidato  a Deputado Estadual  na Bahia  pelo PC do B - Partido Comunista do Brasil;dal;Masculino;43 anos;16/03/1979;Empresário;Ensino Fundamental completo;Casado(a);Parda;Amargosa-BA;65222;Deferido;BAHIA;PC do B - Partido Comunista do Brasil;PC do B;**
marcelinho-veiga-40000;Eleito;70612;1,01%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-marcelinho-veiga-40000/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/marcelinho-veiga-40000.jpg;Marcelo Dantas Veiga;Casado(a),  Advogado,       nascido  em 16/09/1988  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSB - Partido Socialista Brasileiro;Marcelinho Veiga;Masculino;33 anos;16/09/1988;Advogado;Superior completo;Casado(a);Branca;Salvador-BA;40000;Deferido;BAHIA;PSB - Partido Socialista Brasileiro;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
fatima-nunes-13567;Eleita;69663;1,00%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-fatima-nunes-13567/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/fatima-nunes-13567.jpg;Maria de Fatima Nunes do Carmo;Divorciado(a),  Deputado,       nascida  em 11/04/1953  em Paripiranga-BA,  candidata  a Deputada Estadual  na Bahia  pelo PT - Partido dos Trabalhadores;Fátima Nunes;Feminino;69 anos;11/04/1953;Deputado;Ensino Médio completo;Divorciado(a);Branca;Paripiranga-BA;13567;Deferido;BAHIA;PT - Partido dos Trabalhadores;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
roberto-carlos-12345;Eleito;69440;1,00%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-roberto-carlos-12345/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/roberto-carlos-12345.jpg;Roberto Carlos Almeida Leal;Divorciado(a),  Deputado,       nascido  em 18/04/1966  em Uauá-BA,  candidato  a Deputado Estadual  na Bahia  pelo PDT - Partido Democrático Trabalhista;Roberto Carlos;Masculino;56 anos;18/04/1966;Deputado;Superior completo;Divorciado(a);Parda;Uauá-BA;12345;Deferido;BAHIA;PDT - Partido Democrático Trabalhista;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
targino-machado-25456;Eleito;67164;0,96%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-targino-machado-25456/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/targino-machado-25456.jpg;Targino Machado Pedreira Filho;Divorciado(a),  Deputado,       nascido  em 04/09/1952  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo DEM - Democratas;Targino Machado;Masculino;69 anos;04/09/1952;Deputado;Superior completo;Divorciado(a);Parda;Salvador-BA;25456;Deferido;BAHIA;DEM - Democratas;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
antonio-henrique-jr-11011;Eleito;66754;0,96%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-antonio-henrique-jr-11011/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/antonio-henrique-jr-11011.jpg;Antonio Henrique de Sousa Moreira Junior;Casado(a),  Deputado,       nascido  em 30/08/1970  em Itabuna-BA,  candidato  a Deputado Estadual  na Bahia  pelo PP - Progressistas;Antônio Henrique Jr.;Masculino;51 anos;30/08/1970;Deputado;Ensino Médio completo;Casado(a);Branca;Itabuna-BA;11011;Deferido;BAHIA;PP - Progressistas;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
jusmari-55222;Eleita;66318;0,95%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-jusmari-55222/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/jusmari-55222.jpg;Jusmari Terezinha de Souza Oliveira;Casado(a),  Agricultor,       nascida  em 02/03/1963  em Perola d'Oeste-PR,  candidata  a Deputada Estadual  na Bahia  pelo PSD - Partido Social Democrático;Jusmari;Feminino;59 anos;02/03/1963;Agricultor;Superior completo;Casado(a);Parda;Perola d'Oeste-PR;55222;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
jose-de-arimateia-10456;Eleito;65946;0,95%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-jose-de-arimateia-10456/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/jose-de-arimateia-10456.jpg;José de Arimateia Coriolano de Paiva;Casado(a),  Deputado,       nascido  em 13/01/1963  em Alexandria-RN,  candidato  a Deputado Estadual  na Bahia  pelo PRB - Partido Republicano Brasileiro;José de Arimateia;Masculino;59 anos;13/01/1963;Deputado;Superior completo;Casado(a);Branca;Alexandria-RN;10456;Deferido;BAHIA;PRB - Partido Republicano Brasileiro;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
nelson-leal-11555;Eleito;65478;0,94%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-nelson-leal-11555/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/nelson-leal-11555.jpg;Nelson Souza Leal;Casado(a),  Deputado,       nascido  em 15/03/1970  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PP - Progressistas;Nelson Leal;Masculino;52 anos;15/03/1970;Deputado;Superior incompleto;Casado(a);Branca;Salvador-BA;11555;Deferido;BAHIA;PP - Progressistas;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
robinson-13500;Eleito;65295;0,94%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-robinson-13500/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/robinson-13500.jpg;Robinson Santos Almeida;Casado(a),  Engenheiro,       nascido  em 16/03/1965  em Jequié-BA,  candidato  a Deputado Estadual  na Bahia  pelo PT - Partido dos Trabalhadores;Robinson;Masculino;57 anos;16/03/1965;Engenheiro;Superior completo;Casado(a);Branca;Jequié-BA;13500;Deferido;BAHIA;PT - Partido dos Trabalhadores;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
pedro-tavares-25000;Eleito;64272;0,92%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-pedro-tavares-25000/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/pedro-tavares-25000.jpg;Pedro Paulo Tavares Batista de Mello e Silva;Casado(a),  Deputado,       nascido  em 25/10/1976  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo DEM - Democratas;Pedro Tavares;Masculino;45 anos;25/10/1976;Deputado;Superior incompleto;Casado(a);Parda;Salvador-BA;25000;Deferido;BAHIA;DEM - Democratas;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
sandro-regis-25555;Eleito;64268;0,92%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-sandro-regis-25555/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/sandro-regis-25555.jpg;Sandro de Oliveira Regis;Casado(a),  Deputado,       nascido  em 22/12/1972  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo DEM - Democratas;Sandro Régis;Masculino;49 anos;22/12/1972;Deputado;Superior completo;Casado(a);Parda;Salvador-BA;25555;Deferido;BAHIA;DEM - Democratas;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
marcell-moraes-45000;Eleito;64219;0,92%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-marcell-moraes-45000/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/marcell-moraes-45000.jpg;Marcell Carvalho de Moraes;Solteiro(a),  Deputado,       nascido  em 29/08/1978  em Ruy Barbosa-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSDB - Partido da Social Democracia Brasileira;Marcell Moraes;Masculino;43 anos;29/08/1978;Deputado;Superior completo;Solteiro(a);Branca;Ruy Barbosa-BA;45000;Deferido;BAHIA;PSDB - Partido da Social Democracia Brasileira;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
samuel-junior-12133;Eleito;63951;0,92%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-samuel-junior-12133/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/samuel-junior-12133.jpg;Samuel Santana Couto Junior;Casado(a),  Deputado,       nascido  em 17/04/1979  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PDT - Partido Democrático Trabalhista;Samuel Junior;Masculino;43 anos;17/04/1979;Deputado;Superior incompleto;Casado(a);Preta;Salvador-BA;12133;Deferido;BAHIA;PDT - Partido Democrático Trabalhista;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
luciano-simoes-25222;Eleito;63627;0,91%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-luciano-simoes-25222/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/luciano-simoes-25222.jpg;Luciano Simões de Castro Barbosa Filho;Solteiro(a),  Deputado,       nascido  em 02/03/1983  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo DEM - Democratas;Luciano Simões;Masculino;39 anos;02/03/1983;Deputado;Superior completo;Solteiro(a);Branca;Salvador-BA;25222;Deferido;BAHIA;DEM - Democratas;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
alan-castro-55700;Eleito;62500;0,90%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-alan-castro-55700/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/alan-castro-55700.jpg;Alan de Castro Dayube;Solteiro(a),  Deputado,       nascido  em 16/06/1973  em Cruz das Almas-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSD - Partido Social Democrático;Alan Castro;Masculino;48 anos;16/06/1973;Deputado;Superior completo;Solteiro(a);Branca;Cruz das Almas-BA;55700;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
vitor-bonfim-22700;Eleito;61165;0,88%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-vitor-bonfim-22700/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/vitor-bonfim-22700.jpg;Joao Vitor de Castro Lino Bonfim;Solteiro(a),  Deputado,       nascido  em 25/07/1981  em Ibotirama-BA,  candidato  a Deputado Estadual  na Bahia  pelo PR - Partido da República;Vitor Bonfim;Masculino;40 anos;25/07/1981;Deputado;Superior completo;Solteiro(a);Branca;Ibotirama-BA;22700;Deferido;BAHIA;PR - Partido da República;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
eduardo-alencar-55333;Eleito;59891;0,86%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-eduardo-alencar-55333/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/eduardo-alencar-55333.jpg;Jose Eduardo Mendonca de Alencar;Casado(a),  Médico,       nascido  em 19/02/1953  em Rui Barbosa-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSD - Partido Social Democrático;Eduardo Alencar;Masculino;69 anos;19/02/1953;Médico;Superior completo;Casado(a);Branca;Rui Barbosa-BA;55333;Deferido;BAHIA;PSD - Partido Social Democrático;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
ze-coca-11122;Eleito;59380;0,85%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-ze-coca-11122/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/ze-coca-11122.jpg;Zenildo Brandão Santana;Casado(a),        nascido  em 24/04/1976  em Itiruçu-BA,  candidato  a Deputado Estadual  na Bahia  pelo PP - Progressistas;Zé Cocá;Masculino;46 anos;24/04/1976;Outros;Superior incompleto;Casado(a);Parda;Itiruçu-BA;11122;Deferido;BAHIA;PP - Progressistas;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
marquinho-viana-40888;Eleito;59020;0,85%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-marquinho-viana-40888/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/marquinho-viana-40888.jpg;Marcos Aguiar Viana;Casado(a),  Deputado,       nascido  em 23/09/1968  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSB - Partido Socialista Brasileiro;Marquinho Viana;Masculino;53 anos;23/09/1968;Deputado;Superior incompleto;Casado(a);Branca;Salvador-BA;40888;Deferido;BAHIA;PSB - Partido Socialista Brasileiro;FORÇA DO TRABALHO PELA BAHIA;PT / PMB / PSD / PR / PDT / PODE / PRP / PP / PSB / AVANTE
olivia-santana-65500;Eleita;57755;0,83%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-olivia-santana-65500/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/olivia-santana-65500.jpg;Maria Olivia Santana;Solteiro(a),  Professor de Ensino Médio,       nascida  em 25/03/1967  em Salvador-BA,  candidata  a Deputada Estadual  na Bahia  pelo PC do B - Partido Comunista do Brasil;Olivia Santana;Feminino;55 anos;25/03/1967;Professor de Ensino Médio;Superior completo;Solteiro(a);Preta;Salvador-BA;65500;Deferido;BAHIA;PC do B - Partido Comunista do Brasil;PC do B;**
jurailton-santos-10123;Eleito;57735;0,83%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-jurailton-santos-10123/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/jurailton-santos-10123.jpg;Jurailton de Sousa Santos;Casado(a),        nascido  em 27/08/1975  em Vera Cruz-BA,  candidato  a Deputado Estadual  na Bahia  pelo PRB - Partido Republicano Brasileiro;Jurailton Santos;Masculino;46 anos;27/08/1975;Outros;Ensino Médio completo;Casado(a);Preta;Vera Cruz-BA;10123;Deferido;BAHIA;PRB - Partido Republicano Brasileiro;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
bobo-65888;Eleito;57716;0,83%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-bobo-65888/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/bobo-65888.jpg;Raimundo Nonato Tavares da Silva;Casado(a),  Deputado,       nascido  em 28/11/1962  em Senhor do Bonfim-BA,  candidato  a Deputado Estadual  na Bahia  pelo PC do B - Partido Comunista do Brasil;Bobô;Masculino;59 anos;28/11/1962;Deputado;Ensino Médio completo;Casado(a);Parda;Senhor do Bonfim-BA;65888;Deferido;BAHIA;PC do B - Partido Comunista do Brasil;PC do B;**
tom-araujo-25161;Eleito;57570;0,83%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-tom-araujo-25161/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/tom-araujo-25161.jpg;Tom Passos de Araújo;Casado(a),  Deputado,       nascido  em 04/04/1976  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo DEM - Democratas;Tom Araujo;Masculino;46 anos;04/04/1976;Deputado;Superior incompleto;Casado(a);Branca;Salvador-BA;25161;Deferido;BAHIA;DEM - Democratas;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
paulo-camara-45500;Eleito;55881;0,80%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-paulo-camara-45500/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/paulo-camara-45500.jpg;Paulo Sergio de Sa Bittencourt Câmara;Casado(a),  Vereador,       nascido  em 07/11/1972  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSDB - Partido da Social Democracia Brasileira;Paulo Câmara;Masculino;49 anos;07/11/1972;Vereador;Superior completo;Casado(a);Branca;Salvador-BA;45500;Deferido;BAHIA;PSDB - Partido da Social Democracia Brasileira;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
leo-prates-25111;Eleito;55018;0,79%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-leo-prates-25111/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/leo-prates-25111.jpg;Leonardo Silva Prates;Casado(a),  Vereador,       nascido  em 05/04/1978  em Salvador-BA,  candidato  a Deputado Estadual  na Bahia  pelo DEM - Democratas;Leo Prates;Masculino;44 anos;05/04/1978;Vereador;Superior completo;Casado(a);Parda;Salvador-BA;25111;Deferido;BAHIA;DEM - Democratas;POR UMA BAHIA MELHOR;DEM / PRB / PV / PSDB
laerte-do-vando-20777;Eleito;55007;0,79%;https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-bahia/deputado-estadual-candidato-laerte-do-vando-20777/;https://cdn-eleicoes.gazetadopovo.com.br/fotos/bahia/deputado-estadual/laerte-do-vando-20777.jpg;Laerte Leandro de Araujo Fernandes;Solteiro(a),  Vereador,       nascido  em 23/05/1992  em Monte Santo-BA,  candidato  a Deputado Estadual  na Bahia  pelo PSC - Partido Social Cristão;Laerte do Vando;Masculino;29 anos;23/05/1992;Vereador;Superior incompleto;Solteiro(a);Branca;Monte Santo-BA;20777;Deferido;BAHIA;PSC - Partido Social Cristão;BAHIA LIVRE;PSC / PTB / PPL
